2022-10-24 11:15:40.203136,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> </table>
<p>Not recommended for growing in <i>USA - Zone 5a</i> regions</p> </div>
<div class=""col-md-4 col-sm-12""> </div>
</div>","Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 64°F and 86°F.
				 (Show °C/cm)",Space plants:  20  inches apart,Harvest in 7-8 weeks.,"Compatible with (can grow beside): Onions, corn, peppers, egg plant, tomatoes",,"Amaranth sp are frequently grown as flower plants and have many colour variations. 
Amaranth tricolor is known as Chinese spinach and has an insignificant flower.
Needs a warm sunny position.
Avoid heavy soils.
Poor germination rates are common"
2022-10-24 11:15:41.823406,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Angelica in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 50°F and 77°F.
				 (Show °C/cm)",Space plants:  18  inches apart,"Harvest in approximately 18 months. Angelica archangelica has slightly dull leaves, not shiny..","Compatible with (can grow beside): Any herbs that like damp, shady areas - mint, lemon balm",,"Angelica is a biennial herb-growing the first year and flowering the second.
Angelica likes moist, rich soil that is slightly acid, growing best in semi-shade. It can be grown from seeds, but they must be sown within a few weeks otherwise they lose their viability. Angelica will self seed if seed heads are left on the plant.
Young plants will die back in winter and will need mulching in frost-prone areas. Then they will grow again in spring and produce flowers.
NOTE: Angelica pachycarpa sold as an ornamental garden plant is not edible. It can be distinguished from Angelica archangelica as it has bright shiny leaves."
2022-10-24 11:15:43.608548,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""seed"">S</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""transplant"">T</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Artichokes (Globe) in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""seed"">S</span> = Plant undercover in seed trays</li> <li><span class=""transplant"">T</span> = Plant out (transplant) seedlings</li> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 59°F and 64°F.
				 (Show °C/cm)",Space plants:  63 - 79  inches apart,Harvest in 42-57 weeks.,Compatible with (can grow beside): Needs a lot of space. Best in separate bed,,"Superthistles growing to 1.2-1.3m high with a spread of 1.2x1.2m . 
Very pretty, can be part of a herbacious border.
Harvest from second year. Artichokes grow particularly well in sandy soil.
Can be propagated by suckers or offsets.
In temperate/warm areas a well fertilised plant will live for about five years and throw up suckers each year. Artichokes aren't hardy enough to overwinter in areas with very cold winters. In cold areas choose a hardy variety from a local supplier and grow it as an annual, with 10 days' exposure to cool daytime temperatures during spring. Transplant only when all danger of frost is past in your area.
Aphids and earwigs can be a nuisance."
2022-10-24 11:15:45.324794,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""seed"">S</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""transplant"">T</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Asparagus in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""seed"">S</span> = Plant undercover in seed trays</li> <li><span class=""transplant"">T</span> = Plant out (transplant) seedlings</li> </ul> </div>
</div>","Easy to grow.  Plant as crowns. 
				Best planted at soil temperatures between 61°F and 86°F.
				 (Show °C/cm)",Space plants:  8 - 16  inches apart,Harvest in 2-3 years. Plant 'crowns' to harvest earlier .,"Compatible with (can grow beside): Parsley, Basil, Nasturtiums, Lettuce","Avoid growing close to: Garlic, Onions, and root vegetables","Plant crowns (roots) 20-40cm apart and a few cm (1 inch) deep in well manured soil. The asparagus shoots grow in spring. Harvest the shoots which are bigger than 1-2cm/half-inch in diameter. Leave the rest to grow into the leafy ferns (1.5m/5-6ft tall) which will feed the crowns to give a crop next year. In autumn the ferns will be covered in bright red poisonous berries.
Leave the ferns to die down in autumn, then trim off the dead stalks and pile on plenty of rotted manure/compost to give the roots plenty of food to produce new stems in spring.
Harvest by cutting off the stalk, close to the ground. From the third year you can get an additional crop by letting the first lot of ferns grow, then bending down the stalks to break them. A second crop of shoots will grow and can be harvested. Leave subsequent shoots to grow on to ferns. Asparagus does not like continuously wet and warm soil. It grows better where there is a cool or frosty season."
2022-10-24 11:15:46.759048,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Asparagus Pea in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 59°F and 68°F.
				 (Show °C/cm)",Space plants:  8 - 10  inches apart,"Harvest in 8-11 weeks. Pick early, pick often.",Compatible with (can grow beside): Best grown in separate bed,,"This low spreading plant has small trifoliate leaves, and deep crimson flowers are borne in pairs. Harvest pods when approximately 2.5cm (1"") long. ( about 80 days)
Asparagus pea is easy to cultivate. It needs average moisture, full sun, and ordinary soil.
It needs a long growing season to flower and fruit properly, so start it indoors in cooler areas.
Only the pods are edible for Lotus tetragonobolus.
The other asparagus pea is the tropical plant Psophocarpus tetragonolobus, also known as Goa bean.
Support with twigs to keep the stems off the ground. Protect from slugs and snails. 
Pick pods when small as they become hard and dry if left too long."
2022-10-24 11:15:48.501265,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""seed"">S</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""transplant"">T</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Basil in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""seed"">S</span> = Plant undercover in seed trays</li> <li><span class=""transplant"">T</span> = Plant out (transplant) seedlings</li> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Grow in seed trays, and plant out in 4-6 weeks. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 64°F and 95°F.
				 (Show °C/cm)",Space plants:  8 - 10  inches apart,Harvest in 10-12 weeks. Pick before flowering.,Compatible with (can grow beside): Tomato,,"A frost tender low-growing herb. Basil is a culinary herb prominently featured in Italian cuisine, and also plays a major role in the Southeast Asian cuisines of Thailand, Vietnam, Cambodia, and Laos. The plant tastes somewhat like anise, with a strong, pungent sweet smell.
There are many varieties including Thai, purple ruffles, and lemon.
In frost-free regions perennial basil varieties will survive for years and the bush will keep on getting bigger and bigger.
Can be grown inside in pots in winter. As the plant develops, pinch out the top to encourage bushy growth.
Pick off the flowers to encourage more leaf growth."
2022-10-24 11:15:50.239736,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Beans - climbing in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 61°F and 86°F.
				 (Show °C/cm)",Space plants:  4 - 8  inches apart,Harvest in 9-11 weeks.,"Compatible with (can grow beside): Sweetcorn, spinach, lettuce, summer savory, dill, carrots, brassicas, beets, radish, strawberry, cucumbers, zucchini, tagates minuta (wild marigold)","Avoid growing close to: Alliums (Chives, leek, garlic, onions), Florence fennel","Grow beans up fences, trellis, sweet corn, trees. Almost anywhere can be 'vertically productive'.
Keep well watered and pick regularly to encourage new flowers. Watch out for snails, as they will eat through the stems near ground level, and will completely eat newly sprouted beans. If you have nice new beans plants one day, and none the next, then it is probably slugs or snails."
2022-10-24 11:15:51.981005,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Beans - dwarf in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 61°F and 86°F.
				 (Show °C/cm)",Space plants:  2 - 6  inches apart,Harvest in 7-10 weeks. Pick often to encourage more flower production.,"Compatible with (can grow beside): Sweetcorn, spinach, lettuce, summer savory, dill, carrots, brassicas, beets, radish, strawberry and cucumbers, tagates minuta (wild marigold)","Avoid growing close to: Alliums (Chives, leek, garlic, onions) Sunflower","Traditionally sown in rows, dwarf beans also grow well 'broadcast' or scattered over an area. Just scatter  the seed  (don't worry about the odd ones which are close up). Cover with soil, potting mix, or compost and firm down with the back of a spade or rake. Grown this way the beans will mostly shade out competing weeds and 'self-mulch'.
Keep watered and watch for shield bugs and green caterpillars
Pick the beans regularly to encourage new flowers. Flowering will slow right down if you let the beans get too large (hard and stringy) on the plants.
For a continuous crop, plant more seed as soon as the previous planting starts to flower.
Protect against snails and slugs - they will completely destroy newly sprouted beans, and will eat the leaves off grown plants."
2022-10-24 11:15:53.647152,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""plant"">P</td> <td class=""plant"">P</td> <td class=""plant"">P</td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Beetroot in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 45°F and 77°F.
				 (Show °C/cm)",Space plants:  8 - 12  inches apart,Harvest in 7-10 weeks.,"Compatible with (can grow beside): Onions, Silverbeet (Swiss Chard), Lettuce, Cabbage, Dwarf Beans, Dill, Peas. Strawberries","Avoid growing close to: Asparagus, Carrots, Sweetcorn, Spinach","Soak seeds in water 24 hours before planting so that you can separate the seeds. 
Thinning is nearly always required as seedlings emerge from a seedball of several seeds. If you don't thin them, you will get a number of rather pathetic plants which don't grow to an edible size.
Harvest in 55 - 70 days but will keep in ground for longer.
Keep well-watered as dry beetroot develop a woody and inedible core.
Tip from the Italian Gardener ' Make sure the top of the beet's bulb is covered with soil; this keeps the entire bulb the same color and prevents 'corkiness' at the top of the bulb.""
For tasty and tender beetroot, start harvesting at golfball-size."
2022-10-24 11:15:55.048812,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Borage in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 50°F and 77°F.
				 (Show °C/cm)",Space plants:  8  inches apart,"Harvest in 8-10 weeks. Use leaves before flowers appear, otherwise they will be 'hairy'. .","Compatible with (can grow beside): Strawberry, tomatoes, zucchini/squash. Deters pests from many plants.",,"A tall, attractive plant, often grown in flowerbeds. Bright blue star-shaped edible flowers.
Grow in a sunny spot with well drained fertile soil. Borage dies down in the winter, but probably you will not need to buy any more seeds as it self seeds quite vigorously and spreads around the garden. Luckily, it is so attractive that it adds to the general design.
Will grow almost anywhere but prefers well-drained soil.
Can be transplanted when young but older plants do not move well."
2022-10-24 11:15:56.688391,"<div class=""row"" id=""calendar"">
<div class=""col-md-8 col-sm-12"">
<table>
<tr>
<th>Jan</th>
<th>F<span class=""hidden-xs"">eb</span></th>
<th>M<span class=""hidden-xs"">ar</span></th>
<th>A<span class=""hidden-xs"">pr</span></th>
<th>M<span class=""hidden-xs"">ay</span></th>
<th>J<span class=""hidden-xs"">un</span></th>
<th>J<span class=""hidden-xs"">ul</span></th>
<th>A<span class=""hidden-xs"">ug</span></th>
<th>S<span class=""hidden-xs"">ep</span></th>
<th>O<span class=""hidden-xs"">ct</span></th>
<th>N<span class=""hidden-xs"">ov</span></th>
<th class=""end"">Dec</th>
</tr> <tr> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""""> </td> <td class=""plant"">P</td> <td class=""plant"">P</td> <td class=""""> </td> <td class=""""> </td> <td class=""end""> </td> </tr> </table>
<p>(Best months for growing Broad Beans in <i>USA - Zone 5a</i> regions)</p> </div>
<div class=""col-md-4 col-sm-12""> <ul class=""legend""> <li><span class=""plant"">P</span> = Sow seed</li> </ul> </div>
</div>","Easy to grow.  Sow in garden. 				Sow seed at a depth approximately three times the diameter of the seed.
				Best planted at soil temperatures between 43°F and 75°F.
				 (Show °C/cm)",Space plants:  6 - 10  inches apart,Harvest in 12-22 weeks. Pick frequently to encourage more pods.,"Compatible with (can grow beside): Dill, Potatoes",,"It is a rigid, erect plant 0.5-1.7 m tall, with stout stems with a square cross-section. The leaves are 10-25 cm long, pinnate with 2-7 leaflets, and of a distinct glaucous grey-green color.
Harvest 90 - 160 days depending on how cold the weather is. 
In windy areas it is best to provide some support with posts and string, otherwise the plants will fall across each other.
Pick the tops out once beans start setting to prevent blackfly."
